loan_id,product_type,date_fulfilled_utc,,,,
764516,Fenix 3,11/4/19 7:34,,,,
826907,Fenix Power 4 + Woofer BJ,12/12/19 18:17,,,,
493467,Fenix 2,3/4/19 15:13,,,,
692029,Fenix 3,9/6/19 16:34,,,,
588702,Fenix 3,6/4/19 14:40,,,,
493164,Fenix Radio +3,3/4/19 11:46,,,,
720936,Fenix 2,9/28/19 15:09,,,,
514776,Fenix Radio +3,3/29/19 19:08,,,,
807255,Fenix Radio +3,11/30/19 15:22,,,,
662919,Fenix Radio +3,8/12/19 10:07,,,,
855891,Fenix 2,12/31/19 19:53,,,,
806003,Fenix 2,11/29/19 21:54,,,,
817698,Fenix Radio +3,12/7/19 10:54,,,,
775548,Fenix Power TV 24in FTA BJ,11/11/19 17:24,,,,
789194,Fenix Power TV 24in FTA BJ,11/19/19 10:38,,,,
735673,Fenix Radio +3,10/11/19 8:41,,,,
775908,Fenix Power TV 24in FTA BJ,11/12/19 11:44,,,,
611279,Fenix 2,6/22/19 18:43,,,,
845477,Fenix Power 4 + Woofer BJ,12/23/19 17:45,,,,
780500,Fenix Power 2+ Tondeuse,11/14/19 17:09,,,,
901840,Fenix Radio +3,2/8/20 19:04,,,,
565171,Fenix Radio +3,5/20/19 16:27,,,,
549135,Fenix 2,5/9/19 12:23,,,,
870157,Fenix Power TV 24in FTA BJ,1/25/20 10:46,,,,
571624,Fenix 3,5/23/19 18:52,,,,
911806,Fenix 3,2/17/20 18:27,,,,
502450,Fenix 3,3/18/19 13:16,,,,
699757,"Fenix Power TV 24in FTA Upgrade, BJ",9/12/19 16:17,,,,
866268,Fenix Power TV 24in FTA BJ,1/11/20 17:59,,,,
778771,Fenix 2,11/13/19 14:53,,,,
689111,Fenix Radio +3,9/4/19 18:22,,,,
675753,Fenix Power TV 19in FTA BJ,8/24/19 10:20,,,,
902812,Fenix Radio +3,2/10/20 11:04,,,,
704209,Fenix Radio +3,9/16/19 11:26,,,,
791550,Fenix Radio +3,11/19/19 16:32,,,,
822810,Fenix Power TV 24in FTA BJ,12/10/19 12:56,,,,
749993,Fenix 2,10/23/19 10:46,,,,
548435,Fenix 3,5/8/19 17:53,,,,
553702,Fenix Radio +3,5/13/19 10:13,,,,
813000,Fenix Radio +3,12/4/19 15:28,,,,
832965,Fenix Power TV 24in FTA BJ,12/17/19 8:38,,,,
577801,Fenix 3,5/27/19 18:01,,,,
672334,Fenix Radio +3,8/21/19 10:38,,,,
435815,Fenix 2,12/28/18 19:11,,,,
774718,Fenix 3,11/11/19 12:11,,,,
653122,Fenix Radio +3,8/2/19 10:40,,,,
787434,Fenix 3,11/17/19 13:35,,,,
615723,Fenix Radio +5,6/27/19 7:43,,,,
514415,Fenix 3,3/29/19 16:37,,,,
828359,Fenix Power TV 24in FTA BJ,12/13/19 16:15,,,,
595378,Fenix 3,6/9/19 14:07,,,,
696877,Fenix Power TV 24in FTA BJ,9/10/19 16:07,,,,
611846,Fenix Radio +3,6/23/19 17:19,,,,
619350,Fenix 3,6/30/19 10:27,,,,
908624,Fenix Power TV 24in FTA BJ,2/14/20 13:53,,,,
910276,Fenix Radio +3,2/16/20 11:15,,,,
841721,Fenix Power TV 24in FTA BJ,12/23/19 12:01,,,,
684746,Fenix Radio +5,9/2/19 9:25,,,,
819810,Fenix Radio +3,12/8/19 20:01,,,,
673613,Out-of-warranty swap - SmartLife,10/9/19 12:21,,,,
672018,Fenix 3,8/21/19 7:48,,,,
780743,Fenix Radio +3,11/14/19 17:30,,,,
479126,Fenix Radio +3,2/12/19 10:17,,,,
804366,Fenix Power TV 24in FTA BJ,11/30/19 10:19,,,,
769341,Fenix Radio +3,11/7/19 10:01,,,,
613008,Fenix 2,6/24/19 17:05,,,,
752073,Fenix Power TV 24in FTA BJ,10/25/19 8:44,,,,
571482,Fenix 2,5/23/19 17:14,,,,
876192,Fenix Radio +3,1/20/20 17:46,,,,
753673,Fenix Power TV 24in FTA BJ,10/26/19 9:49,,,,
816411,Fenix Radio +3,12/6/19 13:52,,,,
781326,Fenix 3,11/14/19 15:43,,,,
666649,Fenix Radio +3,8/15/19 12:15,,,,
559130,Fenix Radio +3,5/16/19 15:43,,,,
887405,Fenix 3,1/28/20 17:38,,,,
697909,Fenix Radio +3,9/11/19 12:39,,,,
917005,Fenix Power TV 24in FTA BJ,2/22/20 10:12,,,,
854989,Fenix 3,12/31/19 12:06,,,,
774036,Fenix Radio +3,11/10/19 19:07,,,,
669445,Fenix Radio +3,8/18/19 10:31,,,,
856524,Fenix 3,1/2/20 12:15,,,,
759510,"Fenix Power TV 24in FTA Upgrade, BJ",10/30/19 16:05,,,,
678776,Fenix 2,8/28/19 17:06,,,,
857535,Fenix Power TV 24in FTA BJ,1/3/20 11:43,,,,
561628,Fenix 3,5/18/19 9:13,,,,
512205,Fenix Radio +3,3/27/19 13:45,,,,
618206,Fenix 3,6/29/19 8:05,,,,
760840,Fenix Power TV 24in FTA BJ,10/31/19 14:25,,,,
482873,Fenix Radio +3,2/17/19 12:22,,,,
514147,Fenix 3,3/29/19 14:29,,,,
554452,Fenix 3,5/14/19 9:00,,,,
635399,Fenix Radio +5,7/15/19 17:29,,,,
549517,Fenix Radio +5,5/9/19 15:48,,,,
635456,Fenix 2,7/15/19 18:15,,,,
867988,"Fenix Power TV 24in FTA Upgrade, BJ",1/13/20 19:23,,,,
431106,Fenix Radio +3,12/23/18 15:49,,,,
451611,Fenix Radio +3,1/15/19 17:24,,,,
638486,Fenix 3,7/18/19 16:11,,,,
914557,Fenix Power TV 24in FTA BJ,2/20/20 10:41,,,,
877347,Fenix Power TV 24in FTA BJ,1/21/20 13:07,,,,
873604,Fenix Power TV 24in FTA BJ,1/18/20 21:24,,,,
800033,Fenix Radio +3,11/26/19 11:47,,,,
450000,Fenix 2,1/14/19 18:59,,,,
489225,Fenix Radio +3,2/26/19 17:01,,,,
398924,Fenix Radio +3,11/29/18 10:42,,,,
559981,Fenix Radio +3,5/17/19 11:56,,,,
744983,Fenix Radio +3,10/19/19 11:11,,,,
622776,Fenix 2,7/3/19 14:25,,,,
748946,Fenix Radio +3,10/22/19 13:21,,,,
913063,Fenix 3,2/18/20 19:03,,,,
796353,Fenix Radio +3,11/23/19 10:43,,,,
704085,Fenix Power TV 24in FTA BJ,9/16/19 10:27,,,,
564480,Fenix 3,5/20/19 12:20,,,,
444748,Fenix 2,1/8/19 13:58,,,,
831715,Fenix 3,12/16/19 11:33,,,,
820553,Fenix 2,12/9/19 11:17,,,,
835460,Fenix 2,12/18/19 12:28,,,,
616796,Fenix Radio +3,6/27/19 18:33,,,,
567450,Fenix 3,5/21/19 18:15,,,,
530110,Fenix Radio +3,4/16/19 18:26,,,,
785031,Fenix Power TV 24in FTA BJ,11/16/19 12:16,,,,
817817,Fenix Radio +3,12/7/19 20:47,,,,
591006,Fenix 3,6/6/19 12:23,,,,
855089,Fenix Power TV 24in FTA BJ,12/31/19 14:08,,,,
562451,Fenix 2,5/20/19 11:40,,,,
771690,Fenix Power TV 24in FTA BJ,11/19/19 19:16,,,,
552681,Fenix Radio +3,5/12/19 10:56,,,,
820602,Fenix Radio +3,12/9/19 11:27,,,,
551498,Fenix Radio +3,5/11/19 9:42,,,,
539895,Fenix Radio +3,4/29/19 16:58,,,,
512604,Fenix Radio +3,3/27/19 20:13,,,,
916773,Fenix 3,2/22/20 8:29,,,,
686694,Fenix Radio +5,9/3/19 11:40,,,,
828518,Fenix Power TV 24in FTA BJ,12/14/19 8:44,,,,
863617,Fenix Power TV 24in FTA BJ,1/9/20 11:57,,,,
674495,Fenix Radio +3,8/23/19 8:54,,,,
733121,Fenix Radio +3,10/8/19 17:35,,,,
727384,Fenix 3,10/3/19 19:02,,,,
788463,Fenix Radio +3,11/18/19 20:42,,,,
500121,Fenix Woofer +3,3/11/19 15:04,,,,
798659,Fenix Power TV 24in FTA BJ,11/25/19 13:18,,,,
621523,Fenix Radio +3,7/2/19 14:18,,,,
567526,Fenix 3,5/21/19 19:11,,,,
817116,Fenix 3,12/6/19 19:46,,,,
814360,Fenix 3,12/5/19 13:29,,,,
754424,"Fenix Power TV 24in FTA Upgrade, BJ",10/26/19 16:05,,,,
628425,Fenix Radio +5,7/9/19 9:31,,,,
433487,Fenix Radio +5,12/26/18 16:57,,,,
853817,Fenix 3,12/30/19 14:27,,,,
692561,Fenix Woofer +3 (NEW),9/7/19 10:28,,,,
901738,Fenix 3,2/8/20 16:58,,,,
813078,Fenix Radio +3,12/4/19 15:34,,,,
721197,Upgrade Fenix Radio +3,9/28/19 19:11,,,,
785666,Fenix 2,11/16/19 16:00,,,,
564230,Fenix Radio +5,5/22/19 11:06,,,,
897065,Fenix Power TV 24in FTA BJ,2/5/20 11:59,,,,
751869,Fenix Power TV 24in FTA BJ,10/24/19 15:43,,,,
685553,Fenix Radio +5,9/2/19 14:32,,,,
671807,Out-of-warranty swap - SmartLife,10/4/19 15:25,,,,
823914,Fenix Power TV 24in FTA BJ,12/11/19 7:58,,,,
619203,Fenix Radio +3,6/29/19 19:39,,,,
680166,Fenix Radio +3,8/28/19 14:18,,,,
705625,Fenix 3,9/17/19 12:29,,,,
873397,Fenix 3,1/18/20 15:12,,,,
397962,Fenix 2,11/28/18 14:00,,,,
748521,Fenix Power TV 24in FTA BJ,10/22/19 10:35,,,,
860056,"Fenix Power TV 24in FTA Upgrade, BJ",1/6/20 10:34,,,,
516646,Fenix Radio +5,4/1/19 7:30,,,,
810342,Fenix Power TV 24in FTA BJ,12/3/19 11:44,,,,
613005,Fenix Radio +3,6/24/19 17:02,,,,
854376,Fenix 3,12/30/19 20:16,,,,
780431,Fenix 2,11/14/19 11:50,,,,
567051,Fenix Radio +3,5/21/19 15:44,,,,
857060,Fenix 2,1/2/20 17:00,,,,
517830,Fenix 2,4/2/19 8:33,,,,
875078,Fenix Power TV 24in FTA BJ,1/20/20 10:57,,,,
879702,Fenix Power TV 24in FTA BJ,1/24/20 15:39,,,,
769565,Fenix 3,11/7/19 11:29,,,,
816481,Fenix Radio +3,12/6/19 14:47,,,,
853563,Fenix 3,12/30/19 13:13,,,,
919444,Fenix Radio +3,2/24/20 17:59,,,,
605522,Fenix 3,6/17/19 19:39,,,,
867447,Fenix Radio +3,1/13/20 13:34,,,,
670881,"Fenix Power TV 19in FTA Upgrade, BJ",8/19/19 17:16,,,,
774030,Fenix Radio +3,11/10/19 18:43,,,,
492243,Fenix 3,3/2/19 16:49,,,,
618805,Fenix Radio +3,6/29/19 13:59,,,,
551581,Fenix Radio +3,5/11/19 9:43,,,,
752158,Fenix Power TV 24in FTA BJ,10/25/19 9:26,,,,
597781,Fenix Radio +3,6/11/19 11:32,,,,
782146,Fenix Radio +5,11/15/19 9:07,,,,
860198,Fenix Radio +3,1/6/20 11:30,,,,
844819,Fenix Radio +3,12/23/19 19:11,,,,
550124,Fenix Radio +5,5/10/19 9:38,,,,
854269,Fenix 3,12/30/19 19:07,,,,
843324,Fenix Radio +3,12/22/19 19:43,,,,
629929,Fenix 3,7/16/19 17:20,,,,
611191,Fenix 3,6/22/19 15:55,,,,
688415,"Fenix Power TV 24in FTA Upgrade, BJ",9/4/19 12:39,,,,
558942,Fenix Radio +5,5/16/19 11:59,,,,
803487,Fenix 2,11/28/19 12:20,,,,
781772,Fenix 3,11/14/19 20:20,,,,
660950,Fenix 2,8/9/19 16:07,,,,
694948,Fenix Power TV 24in FTA BJ,9/9/19 13:40,,,,
536685,Fenix Radio +3,4/25/19 12:47,,,,
766291,Fenix Radio +3,11/5/19 10:58,,,,
698574,Fenix 3,9/12/19 8:08,,,,
853773,Fenix 3,12/30/19 14:49,,,,
679996,"Fenix Power TV 19in FTA Upgrade, BJ",8/28/19 12:47,,,,
866949,Fenix Radio +3,1/20/20 10:04,,,,
733619,Fenix Radio +3,10/9/19 12:50,,,,
529268,Fenix Radio +3,4/15/19 16:25,,,,
553912,Fenix Radio +3,5/13/19 11:31,,,,
835495,Fenix 3,12/18/19 12:59,,,,
671379,"Fenix Power TV 19in FTA Upgrade, BJ",8/20/19 11:31,,,,
497942,Fenix 3,3/9/19 14:44,,,,
559289,Fenix Radio +5,5/16/19 14:03,,,,
810147,Fenix Radio +3,12/3/19 9:24,,,,
569280,Fenix Radio +5,5/22/19 17:08,,,,
630378,Fenix 2,7/10/19 14:24,,,,
647214,Fenix 3,7/26/19 17:11,,,,
538609,Fenix 3,4/27/19 16:31,,,,
818290,"Fenix Power TV 24in FTA Upgrade, BJ",12/7/19 14:49,,,,
692074,Fenix Power TV 24in FTA BJ,9/6/19 17:21,,,,
555510,Fenix Radio +3,5/14/19 14:06,,,,
777110,Fenix Radio +3,11/12/19 15:55,,,,
847205,Fenix Power TV 24in FTA BJ,12/24/19 15:08,,,,
783135,Fenix Radio +3,11/15/19 13:15,,,,
900098,Fenix 3,2/7/20 12:28,,,,
785402,Fenix Power TV 24in FTA BJ,11/16/19 14:50,,,,
558585,Fenix Woofer +3,5/16/19 10:05,,,,
587398,Fenix Radio +5,6/3/19 13:15,,,,
743356,Fenix Radio +3,10/17/19 16:00,,,,
539231,Fenix 3,4/29/19 9:04,,,,
698768,Fenix Radio +3,9/12/19 9:49,,,,
711954,Fenix 2,9/22/19 18:01,,,,
573984,Fenix 3,5/24/19 22:10,,,,
599507,Fenix 3,6/12/19 15:02,,,,
668925,"Fenix Power TV 19in FTA Upgrade, BJ",8/17/19 13:00,,,,
515254,Fenix 3,3/30/19 14:22,,,,
733967,Fenix Power TV 24in FTA BJ,10/9/19 14:02,,,,
528149,Fenix Radio +3,4/14/19 10:27,,,,
860533,Fenix Radio +3,1/6/20 14:24,,,,
790207,Fenix Radio +3,11/19/19 7:58,,,,
606671,Fenix Radio +3,6/18/19 17:43,,,,
835611,Fenix Power TV 24in FTA BJ,12/19/19 12:14,,,,
816341,Fenix Radio +3,12/6/19 14:40,,,,
514598,Fenix 3,3/29/19 17:15,,,,
561319,Fenix Radio +5,5/17/19 18:11,,,,
429966,Fenix Radio +5,1/1/19 10:19,,,,
530746,Fenix 2,4/17/19 14:21,,,,
718279,"Fenix Power TV 24in FTA Upgrade, BJ",9/26/19 17:39,,,,
762502,Fenix Power TV 24in FTA BJ,11/1/19 18:30,,,,
558691,Fenix Radio +3,5/16/19 10:26,,,,
852145,Fenix Radio +3,12/29/19 11:51,,,,
676612,Fenix 3,8/25/19 13:37,,,,
547895,Fenix Radio +3,5/8/19 13:00,,,,
573510,Fenix 3,5/25/19 10:23,,,,
553001,Fenix Radio +3,5/12/19 15:28,,,,
567334,Fenix 3,5/21/19 16:58,,,,
816456,Fenix Radio +3,12/6/19 14:27,,,,
777682,Fenix 2,11/13/19 9:13,,,,
672110,Fenix 3,8/21/19 7:01,,,,
437121,Fenix 2,12/30/18 13:31,,,,
562661,Fenix Radio +3,5/18/19 18:20,,,,
854832,Fenix 2,12/31/19 11:25,,,,
715215,Fenix Radio +3,9/24/19 16:31,,,,
791479,Fenix Power TV 24in FTA BJ,11/19/19 16:03,,,,
516151,Fenix 3,3/31/19 11:46,,,,
569868,Fenix 2,5/23/19 11:46,,,,
885456,Fenix Power TV 24in FTA BJ,1/27/20 14:24,,,,
785876,Fenix Radio +3,11/16/19 17:30,,,,
709642,"Fenix Power TV 24in FTA Upgrade, BJ",9/20/19 12:31,,,,
531137,Fenix Radio +3,4/18/19 9:39,,,,
549703,Fenix Radio +5,5/9/19 17:18,,,,
721709,Fenix Power TV 24in FTA BJ,9/29/19 15:11,,,,
486412,Fenix Radio +5,2/22/19 11:24,,,,
587791,Fenix 2,6/3/19 15:56,,,,
816045,Fenix Radio +3,12/6/19 13:43,,,,
610234,Fenix Radio +3,6/24/19 9:13,,,,
710582,"Fenix Power TV 24in FTA Upgrade, BJ",9/21/19 10:38,,,,
743829,"Fenix Power TV 24in FTA Upgrade, BJ",10/18/19 9:37,,,,
724177,Fenix Radio +5,10/1/19 15:07,,,,
634366,Fenix 2,7/14/19 18:55,,,,
482742,Fenix Radio +3,2/18/19 10:33,,,,
815163,Fenix Radio +5,12/6/19 7:33,,,,
633022,Fenix Radio +5,7/12/19 17:59,,,,
515459,Fenix Radio +5,3/30/19 14:01,,,,
781691,Fenix Radio +3,11/15/19 15:24,,,,
837689,Fenix Radio +3,12/19/19 14:41,,,,
822668,Fenix Radio +3,12/10/19 12:08,,,,
777279,"Fenix Power TV 24in FTA Upgrade, BJ",11/12/19 16:57,,,,
544881,Fenix Radio +3,5/5/19 14:30,,,,
515062,Fenix 2,3/30/19 9:56,,,,
820627,Fenix Radio +3,12/9/19 11:53,,,,
761309,Fenix Radio +3,10/31/19 20:34,,,,
566408,Fenix Radio +3,5/21/19 11:35,,,,
511363,Fenix 2,3/26/19 14:28,,,,
847143,Fenix 2,12/24/19 14:38,,,,
811690,Fenix Radio +3,12/4/19 7:11,,,,
528332,Fenix Radio +3,4/14/19 14:55,,,,
737951,Fenix 2,10/12/19 17:03,,,,
789845,Fenix Power TV 24in FTA BJ,11/18/19 19:35,,,,
697718,Fenix Radio +3,9/11/19 11:41,,,,
484376,Fenix Radio +3,2/19/19 13:49,,,,
764816,Fenix 2,11/4/19 10:27,,,,
909586,Fenix Power TV 24in FTA BJ,2/15/20 12:34,,,,
574314,Fenix 3,5/27/19 9:49,,,,
849802,Fenix 3,12/27/19 12:37,,,,
736172,Fenix Radio +3,10/11/19 11:23,,,,
573089,Fenix 3,5/24/19 19:49,,,,
745999,Fenix 2,10/19/19 19:12,,,,
569428,Fenix 3,5/24/19 8:43,,,,
896750,Fenix Radio +5,2/5/20 9:57,,,,
714691,Fenix Power TV 24in FTA BJ,9/24/19 13:28,,,,
784129,Fenix 3,11/15/19 18:28,,,,
547972,Fenix Radio +3,5/8/19 13:24,,,,
780547,Fenix Radio +3,11/14/19 12:17,,,,
828386,Fenix 2,12/15/19 11:55,,,,
505677,Fenix Radio +3,3/18/19 18:12,,,,
630266,Fenix 2,7/10/19 13:51,,,,
525441,Fenix Radio +3,4/10/19 13:22,,,,
800551,Fenix Radio +3,11/26/19 15:50,,,,
682649,Fenix 2,8/30/19 16:03,,,,
482254,Fenix Radio +5,2/16/19 9:12,,,,
679169,Fenix Radio +3,8/29/19 19:06,,,,
769391,Fenix Radio +3,11/7/19 10:33,,,,
819842,Fenix 3,12/9/19 7:37,,,,
856709,Fenix Power TV 24in FTA BJ,1/2/20 15:20,,,,
633572,Fenix 3,7/13/19 13:39,,,,
718940,Fenix 3,9/27/19 11:06,,,,
550200,Fenix Radio +3,5/10/19 10:08,,,,
665844,Fenix Radio +3,8/14/19 16:13,,,,
557902,Fenix 3,5/15/19 15:33,,,,
849896,Fenix Radio +5,12/27/19 12:30,,,,
781487,Fenix Radio +3,11/15/19 8:01,,,,
537063,Fenix Radio +3,4/27/19 14:49,,,,
824244,Fenix Power TV 24in FTA BJ,12/11/19 12:52,,,,
808987,Fenix Power TV 24in FTA BJ,12/2/19 14:36,,,,
446742,Fenix 2,1/10/19 11:03,,,,
649808,Fenix Radio +3,7/30/19 11:29,,,,
588042,Fenix 3,6/3/19 19:34,,,,
571489,Fenix 3,5/24/19 13:17,,,,
753442,Fenix 3,10/25/19 18:49,,,,
816173,Fenix 2,12/6/19 13:13,,,,
625465,Fenix Radio +3,7/5/19 17:20,,,,
675799,Fenix 3,8/24/19 10:54,,,,
737964,Fenix Power TV 24in FTA BJ,10/12/19 19:29,,,,
517689,Fenix 3,4/1/19 19:05,,,,
760305,Fenix Power TV 24in FTA BJ,10/31/19 10:49,,,,
565234,Fenix 3,5/22/19 15:03,,,,
856125,Fenix Power TV 24in FTA BJ,1/1/20 13:12,,,,
809991,Fenix Radio +3,12/3/19 8:23,,,,
737871,"Fenix Power TV 24in FTA Upgrade, BJ",10/12/19 15:59,,,,
594566,Fenix 3,6/8/19 15:21,,,,
818393,Fenix 2,12/7/19 15:09,,,,
568877,Fenix 3,5/22/19 14:38,,,,
624517,Fenix Radio +5,7/5/19 8:13,,,,
731373,Fenix Radio +5,10/7/19 13:31,,,,
788090,Fenix 2,11/18/19 11:47,,,,
869407,Fenix 3,1/15/20 8:03,,,,
746841,Fenix Radio +3,10/21/19 8:20,,,,
526153,Fenix Radio +3,4/11/19 11:07,,,,
570484,Fenix 3,5/23/19 11:49,,,,
797740,"Fenix Power TV 24in FTA Upgrade, BJ",11/25/19 13:07,,,,
706029,Fenix Radio +3,9/17/19 15:35,,,,
807247,Fenix Power TV 24in FTA BJ,11/30/19 18:43,,,,
740100,Fenix Power TV 24in FTA BJ,10/15/19 9:23,,,,
784671,Fenix Power TV 24in FTA BJ,11/16/19 9:57,,,,
579343,Fenix 2,5/28/19 15:49,,,,
583061,Fenix 3,5/30/19 17:51,,,,
784407,Fenix Radio +3,11/16/19 12:13,,,,
676889,Fenix Radio +3,8/25/19 16:36,,,,
917214,Fenix 2,2/22/20 12:14,,,,
623901,Fenix Radio +3,7/4/19 15:08,,,,
789966,Fenix Radio +3,11/18/19 19:44,,,,
464673,Fenix Radio +3,1/28/19 16:28,,,,
504520,Fenix Radio +5,3/17/19 10:41,,,,
709960,Fenix Power TV 24in FTA BJ,9/21/19 10:44,,,,
512991,Fenix Radio +3,3/28/19 19:37,,,,
856045,"Fenix Power TV 24in FTA Upgrade, BJ",1/1/20 10:38,,,,
591252,Fenix 2,6/6/19 10:50,,,,
827928,Fenix Power TV 24in FTA BJ,12/13/19 17:07,,,,
633875,Fenix Radio +5,7/13/19 18:56,,,,
691228,Fenix Power TV 24in FTA BJ,9/6/19 12:18,,,,
641699,"Fenix Power TV 24in FTA Upgrade, BJ",7/22/19 10:59,,,,
804099,Fenix Radio +3,11/28/19 15:52,,,,
809572,"Fenix Power TV 24in FTA Upgrade, BJ",12/2/19 16:00,,,,
555285,Fenix Radio +5,5/14/19 11:41,,,,
668290,Fenix Radio +3,8/16/19 16:59,,,,
611299,Fenix 2,6/22/19 18:48,,,,
557948,Fenix Radio +3,5/15/19 17:55,,,,
606077,Fenix 3,6/18/19 12:00,,,,
621602,Fenix 3,7/2/19 15:01,,,,
796249,Fenix 3,11/23/19 9:07,,,,
821227,Fenix Radio +3,12/9/19 20:13,,,,
512978,Fenix 3,3/28/19 11:18,,,,
569090,Fenix 3,5/22/19 16:18,,,,
821002,Fenix Radio +3,12/9/19 15:49,,,,
657813,Fenix Radio +3,8/7/19 8:55,,,,
791631,Fenix Power TV 24in FTA BJ,11/19/19 18:41,,,,
816152,Fenix Radio +3,12/6/19 12:37,,,,
505623,Fenix Radio +5,3/18/19 15:39,,,,
410666,Fenix Radio +5,12/8/18 13:38,,,,
537087,Fenix Radio +3,4/25/19 18:53,,,,
625070,Fenix Radio +3,7/5/19 13:26,,,,
550188,Fenix 2,5/10/19 9:53,,,,
673612,Fenix Radio +3,8/22/19 11:28,,,,
544658,Fenix Radio +3,5/4/19 18:28,,,,
552119,Fenix Radio +3,5/11/19 14:39,,,,
618888,Fenix Radio +3,6/29/19 14:41,,,,
708063,"Fenix Power TV 24in FTA Upgrade, BJ",9/19/19 11:43,,,,
910148,Fenix Radio +3,2/16/20 8:45,,,,
700253,"Fenix Power TV 24in FTA Upgrade, BJ",9/13/19 8:34,,,,
519150,Fenix 3,4/3/19 19:24,,,,
551507,Fenix Radio +3,5/11/19 9:21,,,,
512125,Fenix 3,3/27/19 13:28,,,,
677384,Fenix 3,8/26/19 12:49,,,,
693297,Fenix 3,9/7/19 20:58,,,,
594199,Fenix 3,6/8/19 12:36,,,,
710877,Fenix Radio +3,9/21/19 13:18,,,,
824166,Fenix Radio +3,12/11/19 11:09,,,,
850366,Fenix Radio +3,12/27/19 17:14,,,,
585568,Fenix 2,6/1/19 12:21,,,,
809953,Fenix Radio +3,12/3/19 18:29,,,,
870470,Fenix Radio +3,1/15/20 18:01,,,,
818968,Fenix 2,12/8/19 8:42,,,,
593961,Fenix 3,6/8/19 9:07,,,,
778653,Fenix 3,11/14/19 11:16,,,,
559599,Fenix Radio +3,5/16/19 16:26,,,,
559671,Fenix 3,5/16/19 17:19,,,,
856105,Fenix 2,1/1/20 12:38,,,,
833895,Fenix Power TV 24in FTA BJ,12/17/19 13:41,,,,
653896,Fenix 2,8/3/19 8:49,,,,
817150,Fenix Radio +3,12/6/19 20:34,,,,
810693,Fenix 3,12/3/19 12:51,,,,
898660,Fenix 3,2/6/20 13:19,,,,
840437,Fenix Radio +3,12/21/19 7:50,,,,
439224,Fenix Radio +5,1/2/19 17:36,,,,
478580,Fenix Radio +3,2/12/19 10:20,,,,
871217,"Fenix Power TV 24in FTA Upgrade, BJ",1/16/20 15:03,,,,
603198,Fenix 3,6/15/19 11:10,,,,
824990,Fenix Power TV 24in FTA BJ,12/11/19 17:35,,,,
806577,Fenix Power TV 24in FTA BJ,11/30/19 11:00,,,,
516678,Fenix 2,4/1/19 8:24,,,,
897332,Fenix Power TV 24in FTA BJ,2/5/20 13:50,,,,
677722,"Fenix Power TV 19in FTA Upgrade, BJ",8/26/19 13:57,,,,
636321,Fenix Radio +3,7/16/19 14:59,,,,
515823,Fenix 2,3/31/19 10:50,,,,
454220,Fenix Woofer +3,1/19/19 9:03,,,,
787600,Fenix Radio +3,11/17/19 16:28,,,,
625555,Fenix Radio +3,7/5/19 19:52,,,,
549989,Fenix 3,5/10/19 8:54,,,,
856599,Fenix Power TV 24in FTA BJ,1/2/20 13:04,,,,
714627,Fenix Radio +3,9/24/19 13:03,,,,
686735,Fenix 2,9/3/19 11:53,,,,
570599,Fenix 3,5/23/19 12:51,,,,
551076,Fenix Radio +3,5/11/19 16:21,,,,
696982,Fenix Radio +3,9/10/19 18:01,,,,
894125,Fenix 2,2/3/20 12:57,,,,
765142,Fenix Power TV 24in FTA BJ,11/4/19 12:03,,,,
628586,Fenix Radio +3,7/9/19 12:38,,,,
433403,Fenix Radio +3,12/26/18 15:44,,,,
699403,"Fenix Power TV 24in FTA Upgrade, BJ",9/12/19 13:51,,,,
705635,"Fenix Power TV 24in FTA Upgrade, BJ",9/25/19 17:34,,,,
698415,Fenix Power TV 24in FTA BJ,9/11/19 18:27,,,,
849079,Fenix 3,12/27/19 9:51,,,,
519680,Fenix 3,4/4/19 10:29,,,,
850764,"Fenix Power TV 24in FTA Upgrade, BJ",12/28/19 9:43,,,,
769291,Fenix Power TV 24in FTA BJ,11/7/19 10:39,,,,
867283,Fenix Radio +3,1/13/20 12:19,,,,
839974,Fenix 3,12/20/19 16:51,,,,
521701,Fenix 2,4/6/19 8:56,,,,
548424,Fenix 2,5/8/19 17:57,,,,
866318,Fenix Power TV 24in FTA BJ,1/11/20 19:46,,,,
740080,Fenix 3,10/15/19 8:58,,,,
910295,Fenix Power TV 24in FTA BJ,2/16/20 11:37,,,,
862893,Fenix Power TV 24in FTA BJ,1/8/20 15:15,,,,
789787,Fenix 2,11/18/19 18:11,,,,
664132,Fenix Power TV 19in FTA BJ,8/13/19 10:45,,,,
890865,Fenix Radio +3,1/31/20 12:28,,,,
850291,Fenix 3,12/27/19 16:03,,,,
537976,Fenix 3,4/27/19 14:29,,,,
512619,Fenix Radio +3,3/28/19 9:47,,,,
834092,Fenix 3,12/17/19 14:46,,,,
700633,"Fenix Power TV 24in FTA Upgrade, BJ",9/13/19 11:10,,,,
860583,Fenix Radio +3,1/6/20 14:28,,,,
760934,Fenix Radio +3,10/31/19 15:13,,,,
526673,Fenix Radio +3,4/12/19 8:48,,,,
814421,Fenix 2,12/5/19 13:07,,,,
390099,Fenix 2,11/21/18 15:46,,,,
893138,Fenix Radio +3,2/2/20 14:52,,,,
553229,Fenix Radio +3,5/12/19 16:21,,,,
514410,Fenix 2,3/29/19 14:00,,,,
569023,Fenix Radio +5,5/22/19 15:33,,,,
913181,Fenix Power TV 24in FTA BJ,2/19/20 8:48,,,,
