loan_id,customer_id,daily_rate,days_elapsed,days_til_lockout,total_paid
837872,1883417,150,68,1,8300
649698,1478594,140,211,-4,25800
515616,1206922,475,332,-65,60000
907124,1307908,360,12,1,5000
691497,1569515,500,172,4,84500
587294,1346955,270,201,-122,15000
908505,1194905,360,11,2,5030
687991,1562866,500,174,0,34000
687768,1421074,360,174,4,52427
439046,1049830,240,419,-69,56000
520396,1217304,275,327,0,89100
832160,1870928,500,71,48,50000
896201,1623970,1,0,5,0
784037,1765802,165,102,47,23800
856912,1924968,150,54,-14,5000
788152,1774190,500,99,2,40200
820704,1846299,130,78,22,11000
605745,1380091,140,252,1,29750
677087,1540359,140,183,-1,24000
584494,1341864,140,270,10,38600
460635,1096254,240,330,0,81033
728807,1642573,160,143,-33,11500
700409,1512952,140,165,4,22500
716128,1615491,175,153,5,26425
820279,1845323,500,77,-1,32000
850719,1911513,150,59,2,5300
571283,1321005,175,232,-119,6200
480649,1131255,140,292,-160,14850
532834,1245988,160,229,-207,2000
772368,1740309,165,108,2,17000
758701,1709870,165,118,1,19700
765798,1149203,360,113,16,47909
895040,1994827,130,21,16,3900
484460,1137456,300,0,7,90000
848559,1389329,360,61,1,19572
679673,1546241,140,181,22,25200
495486,1160559,275,77,-46,2400
573258,1325731,140,277,1,37800
656564,1494275,175,203,29,36750
779134,1755276,165,104,5,17000
550884,1197979,295,208,-127,22000
812550,1828041,220,82,5,17240
821837,1848727,500,78,9,40000
911108,2024600,500,8,6,3500
441072,1054557,140,417,118,63012
811442,1825663,130,84,-6,7100
511069,1196144,160,336,-14,18150
811563,1825965,500,84,1,38500
851640,1913552,165,59,-2,5500
743942,1589100,1,0,6,0
809606,1821614,500,85,62,70000
651074,1481804,160,209,2,32143
840988,1890081,500,66,18,38000
807940,1817977,430,86,11,39600
660677,1503537,160,200,2,27650
820150,1468960,130,71,13,9900
789995,1778327,165,99,-11,10500
567335,1316752,300,276,0,67536
693186,1572964,500,171,0,57000
813734,1830756,165,82,3,13000
558105,1301629,175,286,14,43050
500883,1172870,140,350,4,42790
646911,1472206,160,213,24,34600
884688,1508610,360,29,169,6229
686760,1560534,175,175,12,31500
853220,1917016,500,57,20,35010
573226,1325693,160,276,5,44125
744327,1677669,250,130,38,40000
765287,1724526,500,113,3,53500
478395,1127851,175,378,-132,31450
548645,1282522,160,292,4,43150
593671,1357625,275,262,4,55325
750487,1691445,165,125,5,20500
792473,1783809,500,97,5,45000
533409,1247342,300,258,63,103091
548234,1281493,175,210,-155,6050
687199,1028848,360,174,0,55961
683742,1555374,475,178,15,87875
508919,1191103,160,340,-2,36500
514645,1204563,270,332,-51,69200
511863,1198026,175,335,-30,38650
716055,1615385,175,153,16,28000
777479,1751675,130,105,-17,10575
562414,1309339,300,283,3,82651
654647,1489962,140,206,0,11880
743691,1359129,360,130,1,45707
816054,1835856,130,81,1,10950
614306,1398068,175,245,0,40600
885951,1980174,500,29,6,13000
437320,1045844,140,422,0,52230
626517,1425652,175,234,-41,21800
884888,1978385,500,29,8,15000
434074,1034625,275,425,17,115500
910199,2022613,150,9,28,4500
459158,1093740,475,398,-7,75000
566794,1315777,160,280,-13,30100
702070,1588595,270,0,183,81120
819764,1844226,250,79,8,20000
848709,1906964,165,61,6,10000
813832,1830964,165,82,7,13800
819280,1843118,280,79,6,22300
778850,1754648,150,104,5,16000
896661,1997495,500,20,47,30000
532751,1245772,300,172,12,82800
562568,1309644,175,283,10,50025
788880,1775800,130,99,-5,8900
438735,1040190,140,419,3,45800
513830,1202672,175,228,-165,10000
809781,1821990,150,85,-50,4250
686642,1560172,175,175,19,31500
531974,1057484,300,313,-89,22200
630025,1432347,275,230,0,57650
541150,1265141,300,300,28,78262
805316,1812122,150,88,-30,7200
760334,1713549,500,117,4,57400
497407,1164976,175,271,-234,3500
723268,1629950,500,147,2,67500
732970,1652008,175,140,9,26300
512564,1199348,475,334,0,138600
514419,1203985,300,250,-121,11400
905854,1133834,115,13,86,19675
691638,1568581,480,172,41,100000
513577,1202063,300,333,20,104500
912675,2028073,130,7,12,1600
549217,1283810,175,292,-31,39900
761251,1715648,150,117,7,18000
754605,1311381,130,121,23,17860
591502,1354166,160,264,-75,17500
799199,1798816,500,91,0,40500
469704,1111752,300,386,-6,88900
855790,1922595,165,56,-4,4100
475302,1121615,140,347,-39,29200
420081,1005068,175,437,5,76050
537394,1256494,295,295,-55,18800
540910,1264563,140,301,13,30500
860896,1933397,220,48,3,4000
514179,1203445,300,333,-6,52400
493126,1155381,270,319,-29,34200
654209,1488846,140,206,2,26600
787728,1773259,500,100,-64,7000
704679,1593608,500,162,-1,75500
556548,1299104,270,287,-15,36800
594090,1358360,160,138,315,87047
741869,1409476,1,0,35,0
419393,1003412,300,368,2,103398
858015,1927219,150,53,20,9800
493803,1156900,275,275,-238,8250
818697,1841821,165,80,-2,8910
754917,1701373,500,121,5,80000
718980,1620849,500,151,9,74500
499840,1170579,160,351,-63,25700
686154,1559394,175,175,7,33000
515014,1205444,295,319,3,13020
565076,1313450,175,198,-125,11500
559249,1303480,175,285,-16,47000
761161,1715431,165,117,4,19000
914589,2032433,500,5,8,3000
778508,1753887,165,104,-25,12000
618353,1407139,270,241,5,68000
560137,1304921,140,240,-65,10500
721191,1625477,175,150,3,25475
636693,1448702,160,223,7,35000
830304,1867254,130,72,1,9000
787955,1773756,250,99,168,65000
518616,1213261,160,329,13,51550
848499,1906461,280,61,4,17200
806236,1814264,250,87,-6,16000
761875,1717002,130,116,4,16800
513680,1202328,175,334,10,39250
701389,1587234,300,165,2,43900
551245,1288620,160,291,-30,34670
551981,1290141,300,290,0,82300
693450,1258086,360,170,9,64891
515446,1206528,275,332,7,90650
716136,1615528,500,153,-23,60000
881883,1973299,500,32,60,42500
891838,1856114,165,24,6,3650
661040,1504364,175,200,3,31800
793538,1786211,220,96,-17,16000
464755,1103460,300,393,0,95100
814576,1832646,165,82,-1,10900
738434,1664501,165,135,4,21875
533792,1248240,175,309,2,53300
835827,1878986,130,69,3,7195
889574,1985844,280,25,7,6400
753252,1697633,500,123,37,75000
513865,1202746,175,333,-6,42325
901871,2006871,500,16,79,44000
839650,1887149,950,67,2,53450
848204,1905813,280,61,65,33000
882822,1539563,360,31,15,5669
514625,1204535,500,333,10,150000
888829,1984620,130,26,6,3100
398897,954457,240,370,-290,15500
493001,1155077,160,275,-168,15800
562459,1309422,175,283,2,40500
730867,1647243,175,141,4,20595
697320,1580078,300,167,6,48900
818227,1840771,280,80,-16,16650
497997,1166409,270,353,0,81135
588445,1349174,160,266,-69,7100
887165,1981977,500,28,-5,5000
778973,1754937,280,104,4,26100
566113,1314639,270,242,-72,10750
857959,1927104,500,53,3,23000
724098,1631856,160,147,16,24400
882804,1974914,280,31,75,28000
568956,1318006,270,279,-20,47280
443947,1061266,140,414,27,62000
799065,1798542,130,92,1,11550
430116,1029030,275,430,2,103170
647352,1473261,160,213,2,23500
813050,1201436,360,83,1,23040
782959,1763500,165,102,-5,12155
710629,1372649,360,157,9,49679
660784,1503798,175,200,4,31500
759501,1329244,360,0,0,212000
570044,1320817,175,278,2,40700
628823,1430847,475,231,16,114000
799566,1799634,500,91,10,21500
790261,1702907,280,98,-9,9040
449335,1074040,140,409,2,57550
678505,1543516,175,182,3,30750
676436,1538884,270,184,-112,14320
405130,969175,240,388,0,84377
818645,1841703,220,80,7,16000
401604,960817,240,366,9,86250
573012,1325273,275,277,7,68000
573334,1312820,475,277,-39,77000
794804,1789045,150,96,29,17200
827703,1861512,150,74,4,10850
742087,1672621,165,132,1,21905
666800,1517152,270,194,-64,10280
541484,1265912,300,294,26,104727
633044,1440487,175,228,-92,19850
656165,1493351,300,204,104,17667
547845,1280301,160,293,-3,35775
555787,1297618,175,287,-29,35000
516411,1208483,270,331,-8,73300
743777,1676379,165,130,3,19900
551970,1290112,475,290,-4,117000
566610,1315505,475,156,131,138115
536927,1255551,175,306,102,75975
705361,1594963,160,161,31,29500
859975,1931459,165,50,38,13500
599825,1368653,160,183,-116,9600
762646,1718754,165,115,-27,9500
478528,1128042,175,379,2,47000
906396,2014529,220,13,15,3500
490538,1149643,175,362,-68,31000
808136,1818421,280,86,2,21950
557783,1281171,140,286,6,38500
783801,1765360,165,102,16,17325
687880,1562643,500,174,0,82000
712699,1609577,160,155,6,24500
858675,1928659,250,52,1,11400
514858,1203832,475,332,4,164900
807828,1817742,500,86,0,35000
419409,1003444,175,437,9,53725
797519,1795147,150,93,12,15000
551822,1289709,175,290,0,30775
858879,1929099,150,52,-12,5000
484514,1137556,175,287,-229,5000
825097,1855811,250,76,2,17500
916686,2037206,165,3,4,0
806276,1814321,500,87,15,40000
823720,1852842,165,75,5,11000
570852,1321345,140,278,3,36550
681072,1549325,480,180,9,73400
512386,1199189,175,335,10,59275
570106,1320896,475,278,16,141000
586395,1345302,160,265,24,45000
696721,1579067,175,168,1,30000
809216,1820703,165,85,2,13400
559450,1303862,140,214,-110,9500
851780,1913892,500,59,0,25500
552373,1290993,175,290,-67,13800
779511,1756121,130,104,4,13800
649629,1029619,150,211,2,14649
904388,2010992,150,14,23,4500
570990,1304984,175,278,-1,44601
555899,1297853,140,287,12,38480
816048,1835841,165,81,-41,5000
563413,1311236,175,282,4,43855
561125,1306751,175,284,7,31600
561429,1307369,160,282,6,40900
781929,1761309,150,102,10,14500
780716,1758721,280,103,5,30000
723286,1629988,140,148,0,16140
552944,1292103,300,239,-60,21075
548105,1281181,175,293,8,53000
670124,1524656,240,190,1,36866
797141,1794308,130,94,214,38750
669699,978399,330,191,0,41418
570401,1321278,160,278,1,33200
407068,973899,175,161,-121,5250
809808,1822050,150,84,-28,6500
515586,1206854,160,332,1,52800
639721,1151835,330,214,2,66935
559691,1304348,175,285,1,41425
844651,1898024,165,64,2,9800
568370,1318225,160,279,1,42100
859221,1929844,500,52,7,25000
653422,1487115,300,207,2,61500
522151,1221246,475,254,0,163186
793713,1786580,500,96,31,60000
858985,1318307,360,52,0,15267
557956,1301373,300,99,-86,2000
404720,968193,240,359,1,85440
581704,1334937,160,271,2,41200
618972,1408566,175,238,-8,24125
554389,1295132,175,288,-6,33475
569410,1320105,160,279,9,45050
554061,1294480,475,288,-1,77500
544820,1268052,160,296,30,45400
725582,1635256,175,146,2,22925
572656,1324777,160,277,10,24300
566670,1315387,160,280,-1,35105
472497,1116489,140,385,-59,23880
892189,1713947,360,24,43,0
842277,1892962,500,65,36,47000
814532,1356069,165,82,7,12600
524866,1193735,475,322,0,128400
814289,1831987,165,82,15,15000
784272,1156357,165,102,1,15750
660893,1503976,300,200,3,55200
731863,1649457,500,141,0,61500
725878,1635951,160,146,4,19760
531875,1243687,175,313,4,54300
488140,1144283,140,329,-118,20150
781780,1649611,280,102,-56,6000
777475,1751665,250,105,21,29525
855013,1920892,165,56,-31,4500
773227,1742251,165,108,3,13800
572698,1324792,160,277,23,47080
552784,1291728,475,289,1,122000
781225,1759816,130,103,10,14700
824609,1854710,250,76,0,15250
643343,1463991,275,217,8,63500
863392,1938802,165,47,29,10000
509448,1192335,175,339,-50,49200
521902,1220650,175,325,-1,43277
773264,1742349,500,107,18,56000
686561,1560123,300,175,-5,44117
791522,1781739,130,98,0,11610
511667,1197577,175,336,1,57750
562273,1308952,175,283,-54,20600
811006,1824726,165,83,1,11800
790640,1779774,500,98,4,43000
617555,1405242,160,242,-1,33700
730821,1647171,430,141,13,60000
682440,1552520,160,179,-1,27400
549137,1283662,300,292,1,79583
799737,1799975,500,91,-11,28500
912774,1748143,165,7,0,0
916684,1496328,165,3,3,0
821635,1848266,165,78,-4,9050
658337,1498254,300,202,-3,49500
592144,1355325,270,263,-7,50620
724600,1633028,240,146,-56,9000
695483,1576980,160,169,2,25950
415528,994217,175,440,-11,53800
902387,2007836,165,16,8,2900
819270,1843077,130,79,5,8000
810172,1822830,130,80,-3,8500
776923,1750429,130,105,0,13150
873049,1959648,500,38,0,15000
504053,1180015,140,304,-68,12000
909022,2019928,165,11,2,1000
878369,1967661,500,34,1,14000
518593,1213209,240,246,-204,7950
821957,1848998,165,77,2,10000
757929,1707928,280,119,1,33329
646615,1471545,175,214,2,33550
512495,1199500,175,335,-55,37120
560291,1305122,275,284,2,70500
514270,1203684,475,304,21,170216
875884,1964048,165,36,1,5000
614250,1398000,140,245,8,23500
851762,1913846,500,58,0,25000
782680,1762866,130,102,10,15200
664451,1511992,240,136,-8,3700
803345,1807871,500,89,-13,14500
570969,1322202,160,278,45,51660
871544,1780047,150,40,-1,4100
829838,1866290,165,73,5,11900
613818,1397002,275,245,4,61424
855789,1922592,250,56,4,5500
884149,1977427,165,30,7,5000
778833,1754600,165,104,0,10775
765358,1724821,280,113,2,30000
689944,1566551,175,169,-2,20825
908503,2018719,130,11,3,1000
854671,1920177,130,56,13,8000
817351,1838776,165,80,-6,10303
755188,1701983,280,120,0,32000
515105,1205705,160,332,3,41600
565162,1125981,140,280,-36,29280
587420,1347175,140,267,18,38260
909359,2020739,500,10,4,3500
562561,1309628,160,283,0,23000
818007,1840066,250,80,1,18000
695830,1577312,175,168,16,42500
787982,1773825,150,100,27,18000
728717,1642364,270,144,4,37400
570341,1321204,140,278,18,39000
651351,1482390,160,209,16,35300
820115,1844925,165,78,0,9900
538017,1257999,175,304,-13,28100
725817,1635803,270,146,-5,35000
816156,1836095,165,81,-6,8500
561807,1307997,175,248,-72,8000
634716,1444284,175,225,12,41000
478383,1127810,300,325,15,104564
817875,1839991,250,80,9,20500
763946,1721767,165,114,50,26250
632034,1438255,300,228,-7,50725
517553,1211015,160,330,-64,27330
719478,1067850,360,151,0,27684
777108,1665037,165,105,4,16000
912091,2026707,250,7,15,3750
514288,1203721,270,333,4,86860
559046,1302840,240,285,24,65100
498659,1167939,175,353,-36,39250
538518,1259166,160,304,14,38975
837214,1695996,280,68,-1,17500
848558,1906616,500,61,0,26000
654644,1489966,160,206,25,30480
693465,1304811,360,170,73,64797
454780,1086836,300,319,-306,2000
798617,1797547,500,92,5,45000
782694,1762919,165,102,2,15960
765352,1724803,165,113,0,17671
479605,1129836,175,295,-191,9900
738667,1665046,165,135,0,18650
789811,1777913,165,99,-8,12500
457205,1090757,240,322,-27,9180
829273,1864979,500,73,2,27500
897772,1999371,500,20,7,10000
863232,1938483,500,48,35,38000
572891,1322430,160,276,6,30500
834468,1876058,500,66,19,39000
870342,1953855,250,41,9,10500
772656,1740703,165,108,5,17800
838837,1885437,500,67,14,37000
547240,1279140,300,294,0,77100
744636,1678382,130,130,7,16500
685172,1557600,300,176,13,54000
722843,1629019,500,148,0,67500
766829,1728098,165,112,36,23500
898420,2000384,165,19,87,18000
557888,1301258,300,286,4,72600
512137,1198635,475,335,11,88750
914801,2032886,500,4,43,20000
718837,1620589,500,151,2,71500
865406,1943134,165,46,69,19000
569210,1319702,160,279,9,42600
560148,1304940,140,284,8,41000
915820,2035201,165,4,9,1000
856927,1925003,950,54,11,56000
712604,1609430,160,155,7,25000
829967,1866544,280,69,2,18800
501162,1173525,160,162,-131,1000
518254,1212475,295,329,1,77670
554134,1294618,300,288,-54,65000
838335,1884395,130,67,4,8000
599938,1368889,160,258,27,34740
552916,1292030,175,289,-67,25750
855074,1921032,165,56,-6,7000
809396,1813098,130,85,2,8400
690899,1568403,500,172,5,81000
916989,2037840,250,3,12,2000
568808,1318975,160,279,5,43400
747964,1685856,130,27,10,59000
780945,1759193,250,103,-11,21000
780989,1759294,165,103,2,15650
497940,1166269,270,354,0,88400
660427,1502959,175,200,10,33750
499263,1169366,140,352,37,43000
888421,1983892,500,27,8,10000
561283,1307092,160,248,-73,14700
903423,2009362,500,11,1,2000
777805,1752313,165,104,23,20000
535616,1252533,175,307,8,57175
681459,1550236,475,180,8,63000
779198,1755418,165,104,10,19500
905822,2013610,165,13,12,3000
554487,1295383,270,205,-158,9500
653683,1487635,160,206,1,27650
693047,1572701,140,171,9,20650
615902,1401659,175,243,2,41500
640547,1457628,475,220,1,82250
770321,1735734,165,110,7,18165
894051,1993318,500,22,5,10000
826979,1859944,500,74,2,29500
474706,1120725,275,383,-4,57250
491367,1151405,140,278,-195,10000
652670,1485377,175,208,13,30100
819752,1844196,280,79,-2,20100
637708,1408424,175,222,21,34250
474871,1121006,175,383,1,66175
820379,1845551,150,78,11,10980
462173,1099038,300,396,-55,52500
814637,1832744,165,82,3,12600
652491,1231565,275,208,-123,16775
769865,1734683,150,110,0,15500
898251,2000081,150,19,1,2000
770840,955315,360,103,1,32442
842085,1791244,165,66,8,9800
698002,1581211,175,167,4,27600
606565,1381858,300,252,25,72000
729456,1644091,160,143,6,18850
401823,961355,175,451,10,83500
514607,1204453,475,333,4,162000
691986,1120302,500,172,15,91500
469410,1111200,300,178,12,91747
566245,1314869,275,280,-18,61100
551705,1289485,275,290,3,72584
723119,1629596,175,148,2,24000
647228,1465355,295,214,2,53000
870306,1953749,500,41,8,21000
807572,1817186,500,86,32,54000
627679,1428242,175,232,3,34250
514156,1203221,275,333,0,85900
767964,1730491,130,111,14,16000
507981,1188938,140,341,2,39860
663009,1508801,175,197,1,35675
710935,1606578,240,157,3,37500
558462,1302202,175,285,14,52050
744792,1678730,165,129,47,28165
853478,1917544,165,57,-14,6000
813465,1830154,130,73,-41,3320
657548,1496501,300,203,1,22500
478767,1128523,240,320,-50,28450
790221,1778834,165,98,4,13101
721215,1625525,175,149,7,25400
695919,1577683,160,168,25,28800
662033,1506650,175,199,16,39000
713403,1610705,175,155,-2,16180
429965,1028571,140,430,0,56800
821905,1848886,500,78,2,35000
736255,1659495,165,137,-6,16550
622041,1415584,300,237,15,51500
710095,1604842,175,158,26,29944
558715,1302573,160,285,-1,28000
515784,1207321,475,332,0,136950
552864,1291918,270,289,-13,21000
513281,1201332,175,334,5,29125
491948,1152755,160,313,-120,18800
557393,1300372,175,286,10,47175
565389,1314005,160,198,-123,8500
511977,1198264,300,255,-120,38000
616351,1402586,300,195,-120,15800
649651,1478480,160,211,3,26125
844152,1896962,500,64,23,40000
560969,1306441,300,283,26,81000
561189,1306894,175,284,10,51000
607247,1383225,240,251,4,54100
818611,1841635,280,80,5,22160
809003,1820245,165,85,18,16000
746798,1683260,165,127,2,19250
417790,999502,140,355,-179,16000
633251,1440941,275,227,3,50648
476936,1125105,140,298,-181,12600
723021,1629383,175,148,22,28700
639701,1455617,160,220,1,34800
812712,1828421,165,83,17,15500
743543,1675871,280,131,26,42000
666171,1282314,330,195,17,50854
731145,1647838,175,141,-3,20525
914669,2032572,500,5,32,15000
623359,1418500,275,236,-8,51550
770145,1735323,165,110,-10,14400
902090,2007267,165,16,3,2000
809861,1822178,165,85,2,13135
835605,1878519,150,69,-15,4800
770806,1736842,280,102,-9,9000
775178,1746623,165,106,0,15700
524035,1225503,175,233,-176,7725
799399,1799269,950,91,34,112500
664617,1512347,160,196,6,29200
846787,1902648,500,63,2,26000
582333,1338400,140,271,2,26300
834831,1876803,165,69,1,10700
749548,1602570,165,126,10,21500
573754,1326386,160,194,-187,0
819824,1844368,165,79,0,11190
791760,1782293,165,98,0,13380
556683,1299272,160,286,-54,20300
565976,1314500,160,280,0,39000
850173,1910235,150,60,4,6475
753951,1699170,250,122,84,50000
416313,995931,475,405,0,170937
654578,1489789,475,206,11,99000
678682,1543930,175,182,-75,6750
411599,984856,140,443,-8,39200
640045,1456439,270,220,3,56226
721154,1625402,175,148,28,30400
552558,1291362,175,288,10,46075
825727,1857164,130,75,60,16500
552578,1291414,175,288,10,41100
812914,1828917,430,83,2,35000
856659,1924432,500,54,6,26000
843266,1895147,500,65,-8,21500
715946,1615183,140,151,-5,17400
729329,1643805,300,143,24,40000
520466,1217478,160,327,-4,29400
791091,1780796,500,98,0,45500
750644,1691765,500,125,0,50000
891407,1988896,220,25,10,1238
594179,1358536,270,262,-28,21410
463870,1101971,175,393,3,64050
423969,1014250,300,259,0,101847
561562,1304812,275,283,32,84750
861868,1935496,500,49,7,24900
500634,1172328,275,350,0,87765
723655,1487362,250,147,4,35000
753646,1698478,165,122,27,23305
484089,1136963,175,371,31,66750
625250,1422660,175,235,4,38700
654178,1486580,160,206,-38,19400
670408,1525291,175,190,9,31900
691975,1570497,140,172,1,24900
897501,1300839,1,0,20,0
843161,1894927,165,63,0,7100
565276,1313795,140,281,4,40800
512893,1200435,300,334,16,90600
736942,1401352,360,136,9,41533
716195,1615642,175,153,0,22550
906466,2014836,150,13,3,1500
494476,1158333,160,357,5,49200
820787,1846435,130,78,-33,4420
693511,1573587,140,170,4,23290
695346,1576675,275,169,-8,36500
754245,1699870,165,122,32,24000
812120,1827130,220,83,22,22000
875452,1963411,165,36,-2,1850
664047,1511120,475,196,0,90500
534472,1249875,175,309,-6,43502
693587,1573736,475,0,7,142350
565326,1313900,160,281,1,39610
534433,1249778,140,263,-120,11500
726664,1637721,300,145,-1,32000
821650,1848339,165,78,-5,8665
546850,1278209,175,294,0,50700
856151,1923342,165,55,-18,4950
626534,1425694,175,234,2,39450
648931,1476871,175,211,41,37350
679369,1545527,175,181,2,34600
680904,1548984,240,180,-7,36500
752124,1695070,165,123,28,24000
915948,2035472,165,4,33,5000
510721,1195359,160,337,-50,21155
815707,1835094,165,81,2,13000
511263,1196595,160,336,-4,40800
463950,1102079,475,310,3,168395
509699,1192959,140,339,-2,34951
734377,1655245,175,139,1,25100
770678,1658329,130,109,1,13800
819936,1844596,165,78,10,13600
586219,1344983,270,185,-168,1810
805208,1811933,500,87,34,36500
813809,1830909,250,82,1,18750
810087,1822661,165,84,2,10550
779148,1755343,165,104,3,16310
882337,1974141,220,32,6,7000
445347,1064621,240,323,12,85113
494659,1158733,175,304,-112,23050
466691,1106475,275,391,-5,90750
556223,1298445,175,287,0,42654
523503,1224252,175,323,3,54650
717125,1617414,430,152,6,49900
667792,1519346,175,193,4,32550
847991,1905337,165,62,1,6300
508967,1191209,270,340,2,89147
455025,1087463,175,321,-29,18900
843901,1896421,500,64,0,28500
891133,1988366,165,25,48,11000
584639,1342154,270,270,1,73000
567276,1316645,270,197,-161,7500
626780,1426263,300,233,-67,18000
560859,1306170,475,201,-157,10000
519594,1215517,270,328,-7,67129
847970,1905298,130,62,4,8000
911542,2025497,130,8,14,2000
785779,1769719,165,101,10,9000
514141,1203352,140,333,-1,39500
785518,1769114,165,101,-13,6200
661867,1506244,275,199,3,50000
569294,1319890,175,279,-26,26851
594617,1359447,270,262,-44,49500
735999,1203866,500,137,0,17500
835154,1877549,150,69,20,12500
807221,1816432,165,87,12,10000
516269,1208289,160,248,-164,11000
557661,1300806,160,286,-4,40700
568952,1319194,160,142,-66,10005
525826,1229642,175,238,-180,7800
638203,1452264,240,177,-65,11900
892921,1991694,500,23,2,9008
893221,1992257,165,23,0,2500
406588,970282,300,400,1,101211
477281,1125886,275,381,-38,62500
870269,1953684,500,41,2,18000
513805,1202602,160,332,9,50500
559505,1303989,175,246,-23,14000
861760,1935276,150,49,2,6950
493793,1156868,175,358,2,63050
530104,1239504,275,312,33,92000
807790,1817657,500,86,-1,26000
601430,1371653,160,257,-96,20000
674335,1110191,330,187,19,56629
809464,1821266,250,85,14,23000
769989,1143386,360,110,1,32904
437890,1042348,500,371,7,173571
820587,1845983,165,78,11,13000
528527,1235917,175,315,3,52175
616996,1404064,270,242,8,68360
495328,1160216,270,356,0,78700
513926,1202841,175,333,10,60275
500885,1172880,140,350,0,43589
543733,1271087,275,298,1,74600
632181,1438555,275,228,-7,57850
515008,1205434,240,332,0,60570
919484,2043442,130,1,6,0
789379,1776961,165,98,-15,10150
569416,1320112,160,279,4,19290
918169,1790207,360,2,19,2057
785818,1769769,130,101,1,10295
803418,1807995,500,89,8,45000
664631,1512375,275,196,0,50325
498719,1168064,175,353,4,58500
915393,2034305,500,5,15,5000
842642,1893786,165,65,5,10800
814439,1832358,500,82,1,36000
555718,1297458,160,287,4,45200
838103,1883934,130,68,118,22000
437174,1045419,275,339,-129,34900
633814,1442284,175,191,-121,9850
826507,1858854,500,75,12,40000
899512,2002428,150,18,5,2500
590393,1352593,160,264,3,37050
739471,1520568,130,134,28,20000
708847,1602220,175,159,2,27750
436264,1043405,475,411,-398,2000
514702,1204679,175,261,-35,19500
838958,1885716,165,67,30,15000
791002,1780635,250,98,2,22500
567509,1317090,270,250,-121,16700
562636,1309776,160,283,3,44100
796153,1792064,500,94,5,46000
572618,1324677,240,277,-8,60600
805877,1271296,220,87,5,19100
554012,1294162,270,205,-198,0
909024,2019944,130,11,29,4500
823089,1851418,500,77,36,50000
610430,1389715,160,248,-1,36840
705904,1596124,300,161,0,42100
715119,1613753,500,154,2,73000
518673,1213405,160,328,3,51990
502106,1175600,240,348,-12,57050
491823,1152493,275,360,9,30050
823352,1851982,165,77,1,11900
694708,1575553,270,169,-5,28500
807160,1816274,500,87,6,42000
551163,1288423,175,291,1,15250
619726,1410168,175,240,27,42000
554698,1295867,175,287,-46,31325
447064,1068599,140,333,-107,10500
789700,1777622,130,92,5,11810
629101,1431526,175,231,50,46900
826880,1859688,165,75,10,13000
812288,1827493,130,83,0,5900
488832,1145845,475,267,37,163186
624547,1421195,175,235,1,33025
871532,1956341,165,40,1,5800
840039,1887999,280,66,25,23800
711718,1193723,360,156,0,44798
588793,1349926,275,266,-86,29750
736953,1661064,220,137,24,33000
855706,1922420,250,56,3,13000
586387,1345291,140,228,-69,14000
830403,1867467,165,72,25,14950
779408,1755872,130,104,1,9055
882523,1321541,360,32,8,11223
728931,1642886,500,143,0,51500
771176,1737657,165,109,5,17600
566688,1315624,275,280,4,73175
478301,1127697,140,379,0,38265
562392,1309251,175,283,16,43875
855923,1922863,165,56,8,9600
788497,1774970,165,99,-77,2500
570709,1321738,140,278,14,39450
449238,1073805,240,321,15,82953
816111,1835986,130,81,3,9875
699931,1584697,500,166,3,77500
655821,1492595,160,204,33,30820
492319,1153619,160,277,-88,28900
635115,1445166,300,225,16,54000
717965,1618958,500,152,133,135000
445615,1065218,240,316,18,84393
849626,1908984,165,60,3,9160
764516,1723015,150,104,72,74087
826907,1859742,480,75,1,35000
493467,1156149,240,358,0,81132
692029,1570624,270,172,1,46000
588702,1349722,270,266,-1,45240
493164,1155428,300,269,15,98591
720936,1624938,240,150,-1,30120
514776,1204862,300,333,4,95800
807255,1816480,165,87,2,13400
662919,1508567,175,197,6,31500
855891,1922795,220,56,49,21600
806003,1813755,220,88,31,25400
817698,1839571,165,80,9,13500
775548,1747438,500,106,1,50000
789194,1776539,500,98,0,44000
735673,1658164,280,137,-41,24750
775908,1748206,500,105,22,60000
611279,1391585,140,248,13,35150
845477,1899788,280,64,2,17500
780500,1758208,280,103,-11,17300
901840,2006811,165,17,20,5000
565171,1313629,175,281,-31,42600
549135,980868,140,292,-20,23610
870157,1953392,500,31,7,12500
571624,1323408,160,278,0,32800
911806,2026101,150,8,4,800
502450,1176379,160,344,1,42430
699757,1342596,360,166,5,33023
866268,1945055,500,45,1,19500
778771,1754492,220,104,-2,19000
689111,1565080,300,174,14,55600
675753,1537259,480,185,19,77000
902812,2008401,165,15,6,2500
704209,1592596,175,162,31,31500
791550,1781826,165,98,6,15500
822810,1850830,500,77,8,37000
749993,1690395,130,125,9,18000
548435,1281924,160,113,-31,10025
553702,1293712,175,205,-186,2100
813000,1829065,280,83,1,8833
832965,1872798,500,70,17,40000
577801,1332122,160,274,4,45000
672334,1529471,175,188,3,30175
435815,1042291,140,424,3,45400
774718,1745595,250,106,0,11200
653122,1486396,175,207,2,35800
787434,1772568,150,100,1,14000
615723,1401327,475,243,0,100678
514415,1204015,160,333,-45,23900
828359,1683972,950,74,1,69500
595378,1360873,270,48,39,81108
696877,1579358,950,168,6,158500
611846,1392785,175,247,1,37225
619350,1409495,160,240,30,39300
908624,2018997,500,11,26,15000
910276,2022794,165,9,28,5000
841721,1891701,500,64,7,32000
