,mention
16218,Our_DA
16219,kwame1972
16220,latinlyrics
16221,RenaldoGouws
16222,ALETTAHA
16223,jimviufrst
16224,ProfTimNoakes
16225,Genlearnman
16226,BelindaFettke
16227,FructoseNo
16228,bigfatsurprise
16229,DrAseemMalhotra
16230,zoeharcombe
16231,kwame1972
16232,RenaldoGouws
16233,ALETTAHA
16234,errolbsk
16235,lootgous
16236,WhoSmol
16237,ALETTAHA
16238,RenaldoGouws
16239,ALETTAHA
16240,RenaldoGouws
16241,schana29
16242,ansothom
16243,MaxduPreez
16244,AIC100
16245,DanielSilke
16246,DanielSilke
16247,AudiSomersetWes
16248,alanwinde
16249,WesternCapeGov
16250,AudiOfficial
16251,audisouthafrica
16252,giangroen
16253,janinasays
16254,WillemBotha
16255,schana29
16256,ansothom
16257,MaxduPreez
16258,AlfredENewmanOO
16259,Our_DA
16260,alanwinde
16261,AudiSomersetWes
16262,WesternCapeGov
16263,AudiOfficial
16264,audisouthafrica
16265,ALETTAHA
16266,lootgous
16267,Our_DA
16268,johnbrand11
16269,TheJaundicedEye
16270,PennyTainton
16271,michaelcardo
16272,ThinkFoYourself
16273,Our_DA
16274,justicemalala
16275,Bluewave4
16276,craigjsa
16277,SAPoliceService
16278,Our_DA
16279,SAHRCommission
16280,dally_russell
16281,deoudehuize
16282,MariusSoU
16283,gail13sa
16284,MissBeyers
16285,kweledi88
16286,jsteenhuisen
16287,AudiSomersetWes
16288,helenzille
16289,ulrik_s
16290,mdeva
16291,IamGamaneGama
16292,zakhenxumalo89
16293,TeamNews24
16294,News24
16295,Sport24news
16296,LloydBurnard
16297,DavidPKramer
16298,douglas0748
16299,SirMmusi
16300,Mpu2mi
16301,peterndoro
16302,Unathi_Kwaza
16303,LoudMouthedChic
16304,nilshp
16305,Gary22k
16306,GarethCliff
16307,AlexBroadbent
16308,ansothom
16309,MaxduPreez
16310,paddycarmody
16311,christo_hsolo
16312,MaxduPreez
16313,ThaboX101
16314,Dispatch_DD
16315,Dispatch_DD
16316,NicoleGraham031
16317,libideous
16318,ricardomackenzi
16319,Our_DA
16320,ricardomackenzi
16321,Our_DA
16322,iamSivN
16323,zerafrond
16324,KhulaniQoma
16325,mbovusfiso
16326,tumisole
16327,TonyLeonSA
16328,AshorSarupen
16329,DeanMacpherson
16330,WorldJewishCong
16331,Antonio87092873
16332,ThulaniNtliziyo
16333,MaxduPreez
16334,RichardTomes7
16335,MaxduPreez
16336,Sakhile63755762
16337,tedbotha
16338,MaxduPreez
16339,_largelad
16340,MaxduPreez
16341,5G012A
16342,SollyMalatsi
16343,Our_DA
16344,Lindsay62079172
16345,MaxduPreez
16346,StevenIngham5
16347,MaxduPreez
16348,jsteenhuisen
16349,Our_DA
16350,scootles_b
16351,ChrisThurmanZA
16352,michaelcardo
16353,MaxduPreez
16354,AshorSarupen
16355,DefyingDutchman
16356,MaxduPreez
16357,ansothom
16358,MaxduPreez
16359,politicsblahbla
16360,BusinessLiveSA
16361,Our_DA
16362,Our_DA
16363,tsepomhlongo
16364,Our_DA
16365,MrCellaneous
16366,gerda1820
16367,ansothom
16368,MaxduPreez
16369,MaxduPreez
16370,HeritageZonela
16371,crayfishhunter
16372,StevenIngham5
16373,MaxduPreez
16374,jsteenhuisen
16375,Our_DA
16376,News24
16377,Aliman357
16378,kaveels
16379,RenaldoGouws
16380,GvanOnselen
16381,MaxduPreez
16382,KhulaniQoma
16383,alanwinde
16384,Jonathan_Witt
16385,politicsblahbla
16386,BusinessLiveSA
16387,Amilcar09340895
16388,crayfishhunter
16389,Vhasetha_MRT
16390,ItsRadebe
16391,jsteenhuisen
16392,crayfishhunter
16393,Mufumbini
16394,PieterDuToit
16395,simplyathi
16396,MmusiMaimane
16397,HermanMashaba
16398,InstituteGC
16399,tebama
16400,ewnreporter
16401,GwenNgwenya
16402,ewnreporter
16403,JanvanRiebeeck7
16404,lionsofficial
16405,Springboks
16406,EnglandRugby
16407,RussLamberti
16408,Adri_Winckler
16409,Adri_Winckler
16410,djmzu
16411,Unathi_Kwaza
16412,RaimundoMontana
16413,masteredsauce
16414,Clint_ZA
16415,Mbuyi0310
16416,MbuyiseniNdlozi
16417,Springboks
16418,RaymondSuttner
16419,Pyfagorass
16420,AzaniaMatiwane
16421,EugeneBrink4
16422,lunchout2
16423,CoockieMonste
16424,PieterDuToit
16425,Our_DA
16426,twieterazzi
16427,SollyMalatsi
16428,AyjayH
16429,MTshwete
16430,PieterDuToit
16431,Tala62925760
16432,Jaydenator1
16433,VusiSambo
16434,Jaydenator1
16435,VusiSambo
16436,Gab_Africa
16437,adamduplooy
16438,MYANC
16439,PresidencyZA
16440,CyrilRamaphosa
16441,bomber_spirit
16442,zuma_duduzile
16443,Zwakelem
16444,MbuyiseniNdlozi
16445,lootgous
16446,anais_khotso
16447,WengerKing49
16448,maggsnaidu
16449,Marttwit
16450,RefiloeNtsekhe
16451,helenzille
16452,Springboks
16453,Mivusiwe
16454,MfikileN
16455,massmolar
16456,bynaturenawty
16457,Sambe49453278
16458,MaxduPreez
16459,realNeoM
16460,Our_DA
16461,cino_choco
16462,Sambe49453278
16463,MaxduPreez
16464,PfadziS
16465,anais_khotso
16466,Trevornoah
16467,Beast_TM
16468,BambeniZikode
16469,twieterazzi
16470,MmusiMaimane
16471,Unak311
16472,LungiMC
16473,ElidKNaz
16474,eleyejah
16475,dumisananik7
16476,qamata1
16477,23ianstyne
16478,SuperSportTV
16479,Springboks
16480,JamesSanda
16481,SuperSportTV
16482,Springboks
16483,NtlatlapaBokang
16484,TonyLeonSA
16485,SuperSportTV
16486,Springboks
16487,NtlatlapaBokang
16488,TonyLeonSA
16489,BambeniZikode
16490,ggt_godfrey
16491,twieterazzi
16492,MmusiMaimane
16493,Unak311
16494,LungiMC
16495,ElidKNaz
16496,eleyejah
16497,dumisananik7
16498,qamata1
16499,lesterkk
16500,NtlatlapaBokang
16501,TonyLeonSA
16502,JacquesMaree73
16503,BryanHabana
16504,NtlatlapaBokang
16505,TonyLeonSA
16506,train411
16507,TonyLeonSA
16508,stefan_capetown
16509,Sowellnomics
16510,MaxduPreez
16511,JacquesMaree73
16512,TonyLeonSA
16513,robtruthseeker
16514,realNeoM
16515,sa_mum
16516,SuperSportTV
16517,Springboks
16518,realNeoM
16519,realNeoM
16520,realNeoM
16521,Avukile
16522,Sambe49453278
16523,DemetriQuallyDA
16524,Our_DA
16525,Springboks
16526,BigDaddyLiberty
16527,Swannie1
16528,Springboks
16529,Hitch_Slapping
16530,petersgleon
16531,BDliveSA
16532,DawieScholtz
16533,waldimar
16534,BDliveSA
16535,Our_DA
16536,geordinhl
16537,Leon_Schreib
16538,annbernsteinSA
16539,Mhayise_Sedana
16540,NMag_CT
16541,jsteenhuisen
16542,PaperVideoZA
16543,kobus_0_meyer
16544,BikitshaLelo
16545,EloquentTash
16546,BlackCulture_HM
16547,ThuliMadonsela3
16548,NMag_CT
16549,ThuliMadonsela3
16550,Our_DA
16551,RaimundoMontana
16552,AgneKwena
16553,sandileskhosi
16554,AttieWyk
16555,Our_DA
16556,DavidMaynier
16557,MeyerDeon
16558,JacquesMaree73
16559,waldimar
16560,Timdup
16561,BarbierAbra
16562,DrCobus
16563,Mxolisi67132409
16564,Politicsweb
16565,den_beech
16566,DrCobus
16567,Mxolisi67132409
16568,Politicsweb
16569,Gdog89673964
16570,Deon7
16571,boldenbear
16572,Rolf_Endres
16573,Politicsweb
16574,gavdavis
16575,Politicsweb
16576,gavdavis
16577,NgunoueTumbiree
16578,nhlalalagc
16579,nhlalalagc
16580,nj_raborifi
16581,bmadiba7
16582,DawieScholtz
16583,TitaniaMcGrath
16584,peterboghossian
16585,GvanOnselen
16586,AprilSnowGoose
16587,palesa_morudu
16588,politicsblahbla
16589,MmusiMaimane
16590,helenzille
16591,mynameisjerm
16592,joshjordaan
16593,JasonHalfon
16594,CoconutKelz
16595,zilevandamme
16596,dhesmari
16597,Politicsweb
16598,HellenZille
16599,lootgous
16600,T_Boi_SA
16601,sanosanele
16602,Our_DA
16603,AshorSarupen
16604,ALETTAHA
16605,zilevandamme
16606,CoconutKelz
16607,Welcomemn
16608,nealcol
16609,Our_DA
16610,MmusiMaimane
16611,HermanMashaba
16612,Xikhiya
16613,ferialhaffajee
16614,reallmate
16615,Nqokoman
16616,CoconutKelz
16617,GvanOnselen
16618,ChristoThurston
16619,ferialhaffajee
16620,RomanCabanac
16621,justicemalala
16622,MmusiMaimane
16623,ChrisJo52393209
16624,justicemalala
16625,MmusiMaimane
16626,pheladi1853
16627,ahpdeb
16628,Sowellnomics
16629,politicsblahbla
16630,MmusiMaimane
16631,RyanCoetzee
16632,ChristoThurston
16633,COODeanBiddulph
16634,MightiJamie
16635,Renegade_Report
16636,MmusiMaimane
16637,brettherron
16638,Eusebius
16639,NMag_CT
16640,Our_DA
16641,Unathi_Kwaza
16642,katlegoMabusela
16643,GwenNgwenya
16644,belbozz
16645,GvanOnselen
16646,jsteenhuisen
16647,Our_DA
16648,michaelcardo
16649,michaelcardo
16650,ferialhaffajee
16651,GwenNgwenya
16652,ali_naka
16653,MathibeSell
16654,Our_DA
16655,GvanOnselen
16656,GvanOnselen
16657,jsteenhuisen
16658,AshorSarupen
16659,DebbieSchafer
16660,DawieScholtz
16661,pejames
16662,Politicsweb
16663,SAfmnews
16664,IsaiahMakhabane
16665,NtateG1
16666,HermanMashaba
16667,MalakaSello
16668,HermanMashaba
16669,da_emmett
16670,Makovnikovs
16671,ngweventsha
16672,HermanMashaba
16673,Zollisa
16674,HermanMashaba
16675,HermanMashaba
16676,Politicsweb
16677,marius_oost
16678,MYANC
16679,eNCA
16680,EFFSouthAfrica
16681,Our_DA
16682,DaniArgTG
16683,bmadiba7
16684,InuWolfie
16685,niehaus_carl
16686,Our_DA
16687,MmusiMaimane
16688,PaperVideoZA
16689,zilevandamme
16690,DeanMacpherson
16691,NickolausBauer
16692,HermanMashaba
16693,helenzille
16694,geordinhl
16695,HermanMashaba
16696,Eusebius
16697,SiviweFeketha
16698,HermanMashaba
16699,MmusiMaimane
16700,Lazola_Ndamase
16701,Dlundlu1
16702,GwenNgwenya
16703,PaperVideoZA
16704,mjapiro
16705,AshorSarupen
16706,gotnameforme
16707,Scottch81711756
16708,mzwandileMasina
16709,HermanMashaba
16710,CityofJoburgZA
16711,Joziqueen66
16712,AdvBarryRoux
16713,NickolausBauer
16714,Our_DA
16715,MmusiMaimane
16716,ianrosersa
16717,AshorSarupen
16718,AdvDali_Mpofu
16719,HermanMashaba
16720,waynesussman
16721,AshorSarupen
16722,RefiloeNtsekhe
16723,helenzille
16724,Our_DA
16725,RenaldoGouws
16726,TiredOfFailing
16727,rinmor
16728,MmusiMaimane
16729,sapolnews
16730,mailandguardian
16731,Our_DA
16732,MmusiMaimane
16733,HermanMashaba
16734,politicsblahbla
16735,marrsdave
16736,ferialhaffajee
16737,PieterDuToit
16738,DodyGwala
16739,TheEconomist
16740,Jolliejak
16741,alanwinde
16742,DavidJohnMillar
16743,louisevanrhyn
16744,ElijahMhlanga
16745,NCape_Education
16746,DBE_KZN
16747,DBE_SA
16748,MissBeyers
16749,Jolliejak
16750,FreedomNkohlo
16751,HermanMashaba
16752,MmusiMaimane
16753,TwitterSupport
16754,alanwinde
16755,SquireLees
16756,Sarah_AJ_jones
16757,StMarysWaverley
16758,Durell20
16759,Our_DA
16760,_vus
16761,RiyaazI
16762,ComebackZA
16763,ALETTAHA
16764,JacquesMaree73
16765,JacquesMaree73
16766,mrejonas
16767,Leon_Schreib
16768,justicemalala
16769,Our_DA
16770,PaperVideoZA
16771,PaperVideoZA
16772,HermanLensing
16773,osmaseko
16774,AbelLinden
16775,bonolo79
16776,ChandhokHursh
16777,Mr_brown01
16778,BraAubrey
16779,GvanOnselen
16780,Tafmas1
16781,BraAubrey
16782,Our_DA
16783,BraAubrey
16784,PietervanDalen
16785,Our_DA
16786,StevenTaylorSA
16787,News24
16788,City_Press
16789,NicoleGraham031
16790,Swannie1
16791,helenzille
16792,News24
16793,Tobesky15
16794,Richard_Spoor
16795,PaperVideoZA
16796,EliudKipchoge
16797,setsopo
16798,MmusiMaimane
16799,osbornebev249
16800,MarkCavendish
16801,EliudKipchoge
16802,INEOS159
16803,MarkCavendish
16804,ElinorSisulu
16805,AdriaanBasson
16806,MmusiMaimane
16807,PaperVideoZA
16808,PaulivW
16809,WesternCapeGov
16810,shanselah
16811,IamGamaneGama
16812,KhulaniQoma
16813,PresJGZuma
16814,lootgous
16815,MmusiMaimane
16816,Our_DA
16817,Dr_Sayjian
16818,Bruwer6699
16819,MarianneThamm
16820,Mikes2Mikey
16821,AgneKwena
16822,jacquesweber
16823,qikipedia
16824,Psychodelia2
16825,ianollis
16826,jacquesweber
16827,MarianneThamm
16828,nealcol
16829,Our_DA
16830,KanthanPillay
16831,graemeguerrilla
16832,Unathi_Kwaza
16833,PaperVideoZA
16834,JacquesMaree73
16835,ProfBokdrol
16836,PeterTerry3
16837,helenzille
16838,sheena_ostjon
16839,SquireLees
16840,nomafrench
16841,max__plant
16842,DawieScholtz
16843,sharonnembaleni
16844,HermanMashaba
16845,IRR_SouthAfrica
16846,HermanMashaba
16847,sheena_ostjon
16848,HelloCalvin8
16849,KhulaniQoma
16850,KhulaniQoma
16851,KhulaniQoma
16852,DawieScholtz
16853,KC10212364
16854,clivesimpkins
16855,GwenNgwenya
16856,ALETTAHA
16857,KbMzimela
16858,DawieScholtz
16859,DawieScholtz
16860,ADaniel26099125
16861,News24
16862,Our_DA
16863,AtholT
16864,DavidMaynier
16865,MmusiMaimane
16866,SollyMsimanga
16867,HermanMashaba
16868,KhulaniQoma
16869,Unathi_Kwaza
16870,clivesimpkins
16871,GwenNgwenya
16872,SABC2
16873,AnnetteSteyn1
16874,lvz60
16875,Zoe_SZi
16876,bulelani_101
16877,Zoe_SZi
16878,Glen_Lurvchild
16879,mpha_kane
16880,Zoe_SZi
16881,Glen_Lurvchild
16882,heintweets
16883,Julius_S_Malema
16884,EFFSouthAfrica
16885,PhoenixBlack19
16886,Sabelo_Donda
16887,biobot
16888,JacquesMaree73
16889,biobot
16890,realNtaraSibizo
16891,PhoenixBlack19
16892,sosospay
16893,ThokoThokozani2
16894,AnnetteSteyn1
16895,Macfarlane123
16896,LorikaElliott
16897,RamelaMP
16898,Springboks
16899,BentheKeeper
16900,Afrika_child
16901,LorikaElliott
16902,RamelaMP
16903,Springboks
16904,rinmor
16905,PossumCT
16906,rinmor
16907,PossumCT
16908,johnbrand11
16909,Unathi_Kwaza
16910,garland_shelley
16911,nomafrench
16912,karinla1
16913,Afrika_child
16914,MrNguni
16915,FinancialMail
16916,MosiuoaMakhomj
16917,mbalimcdust
16918,gushgeshmagesh
16919,Swannie1
16920,Gary22k
16921,mynameisjerm
16922,IRR_SouthAfrica
16923,Meneer_Mann
16924,mikeschussler
16925,vusumuzigcuma
16926,BuddyWells1
16927,IRR_SouthAfrica
16928,Meneer_Mann
16929,TMayekiso
16930,IRR_SouthAfrica
16931,Our_DA
16932,stephendelange7
16933,Julius_S_Malema
16934,OwaseMzantsi
16935,MANULDAMEAN
16936,XhosaNatic
16937,shawnjoubert
16938,ThuliMadonsela3
16939,boikanyosiphiwe
16940,hamboneZA
16941,UNAIDS
16942,Gary22k
16943,mynameisjerm
16944,IRR_SouthAfrica
16945,Meneer_Mann
16946,RubinReport
16947,IRR_SouthAfrica
16948,Meneer_Mann
16949,SAfmRadio
16950,vusumuzigcuma
16951,BuddyWells1
16952,IRR_SouthAfrica
16953,Meneer_Mann
16954,firepower66
16955,helenzille
16956,Julius_S_Malema
16957,abnerletsele
16958,IRR_SouthAfrica
16959,Meneer_Mann
16960,BuddyWells1
16961,IRR_SouthAfrica
16962,Meneer_Mann
16963,Meneer_Mann
16964,MarianneThamm
16965,Julius_S_Malema
16966,helenzille
16967,willempet
16968,staan_op
16969,robin40199045
16970,Julius_S_Malema
16971,Mlandzeni1
16972,IRR_SouthAfrica
16973,Meneer_Mann
16974,IRR_SouthAfrica
16975,mduKuPhela
16976,staan_op
16977,robin40199045
16978,Julius_S_Malema
16979,gavdavis
16980,BDliveSA
16981,BambeniZikode
16982,ehlers_anthony
16983,Bobzin_Mohlabi
16984,BigDaddyLiberty
16985,IRR_SouthAfrica
16986,GavinfBruce
16987,RoedolfDu
16988,Macfarlane123
16989,Themba_mk
16990,MightiJamie
16991,ActivistAfrica
16992,Julius_S_Malema
16993,BigDaddyLiberty
16994,GwenNgwenya
16995,tonyhuglin
16996,ehlers_anthony
16997,PaperVideoZA
16998,GwenNgwenya
16999,gavdavis
17000,IRR_SouthAfrica
17001,WhiteDisprin
17002,NewUnitatevires
17003,Julius_S_Malema
17004,helenzille
17005,steve_hofmeyr
17006,WitblitzM
17007,Ets05582975
17008,Net_Tertia
17009,DanieBotha
17010,BigDaddyLiberty
17011,helenzille
17012,IRR_SouthAfrica
17013,justicemalala
17014,BusinessLiveSA
17015,justicemalala
17016,ehlers_anthony
17017,helenzille
17018,Radio702
17019,mmpadellan
17020,HillaryClinton
17021,HillaryClinton
17022,GugsM
17023,Kanye41102633
17024,DavidGoliath48
17025,firepower66
17026,TheCouncilWolf
17027,Julius_S_Malema
17028,anna454544
17029,Julius_S_Malema
17030,helenzille
17031,Afrika_child
17032,News24
17033,IRR_SouthAfrica
17034,geordinhl
17035,PNMaster_
17036,Julius_S_Malema
17037,Happy_huntin
17038,Julius_S_Malema
17039,anorkie95
17040,firepower66
17041,TheCouncilWolf
17042,Julius_S_Malema
17043,dyketawanda001
17044,ct_shivambu
17045,Julius_S_Malema
17046,JodiSAnne
17047,Julius_S_Malema
17048,PSeretlo
17049,gwele_zola
17050,XhantiPayi
17051,Julius_S_Malema
17052,CoruscaKhaya
17053,vuyo_mvoko
17054,eNCA
17055,MmusiMaimane
17056,robin40199045
17057,Julius_S_Malema
17058,MoClasssy
17059,Julius_S_Malema
17060,Unathi_Kwaza
17061,loughton_tim
17062,Julius_S_Malema
17063,Julius_S_Malema
17064,ahpdeb
17065,Julius_S_Malema
17066,MbuyiseniNdlozi
17067,Julius_S_Malema
17068,Vumza_
17069,geordinhl
17070,geordinhl
17071,PaperVideoZA
17072,zibuza_net
17073,zibuza_net
17074,Unathi_Kwaza
17075,Chopshop2011
17076,GwenNgwenya
17077,AdHabb
17078,DebbieSchafer
17079,luthuli68
17080,JerryBouwer1
17081,sne_ndlovuSA
17082,zerafrond
17083,AskGregory
17084,AdriaanBasson
17085,News24
17086,BWezinto
17087,sne_ndlovuSA
17088,Timdup
17089,Bluewave4
17090,hiltandchuckdog
17091,Keith76167969
17092,GvanOnselen
17093,GvanOnselen
17094,johnbrand11
17095,sne_ndlovuSA
17096,ChrisGibbonsSA
17097,chrisyelland
17098,Fin24
17099,vmphephu
17100,AdHabb
17101,AdHabb
17102,SashtonSean
17103,geordinhl
17104,tito_mboweni
17105,Munyai_R_Gundo
17106,LourensaEckard
17107,wynetteTHEART
17108,kykNETtv
17109,upwrdandonwrd
17110,LoudMouthedChic
17111,clivesimpkins
17112,rinmor
17113,michaelcardo
17114,deptoflabour
17115,michaelcardo
17116,kaurikiwi
17117,TataweeBoys
17118,Cheddar257
17119,AggelosCapital
17120,sbbalman
17121,PageSix
17122,RoyalFamily
17123,VisitKent
17124,JacquesMaree73
17125,mikeschussler
17126,LoudMouthedChic
17127,clivesimpkins
17128,jacojanscholtz
17129,AdHabb
17130,clivesimpkins
17131,LoudMouthedChic
17132,zerafrond
17133,BozaZomba
17134,helenzille
17135,AshrafGarda
17136,ChampionSAfrica
17137,PresidencyZA
17138,CyrilRamaphosa
17139,RoughPanda30
17140,AdHabb
17141,DavidGoliath48
17142,blades_kimberly
17143,1KarieMoody
17144,MarysMacs
17145,DiamondandSilk
17146,marburell
17147,SpeakerPelosi
17148,TMayekiso
17149,DrZweliMkhize
17150,MG_Friday
17151,ZekuZelalem
17152,MG_Friday
17153,ZekuZelalem
17154,thecontinent_
17155,e_mugaju
17156,thecontinent_
17157,mailandguardian
17158,censk
17159,JasonPatinkin
17160,mailandguardian
17161,thecontinent_
17162,mailandguardian
17163,JasonPatinkin
17164,mailandguardian
17165,thecontinent_
17166,ToroxaD
17167,simonallison
17168,mailandguardian
17169,simonallison
17170,thecontinent_
17171,simonallison
17172,Sarah____Smit
17173,KiriRupiah
17174,GoldenHoops_SA
17175,mohasalaha
17176,simonallison
17177,thecontinent_
17178,MG_Friday
17179,bisiadjapon
17180,thecontinent_
17181,thecontinent_
17182,thecontinent_
17183,thecontinent_
17184,thecontinent_
17185,thecontinent_
17186,thecontinent_
17187,thecontinent_
17188,aleyakassam
17189,samirasawlani
17190,A2Globalrisk
17191,NIDS_CRAM
17192,MHoussayH
17193,NirenTolsi
17194,OrlaDeDiez
17195,MG_Friday
17196,philipmach
17197,DrZweliMkhize
17198,HealthZA
17199,africaupdates
17200,mailandguardian
17201,XR_Gauteng
17202,SiphoKings
17203,DrZweliMkhize
17204,PaulivW
17205,lynneedenise
17206,samirasawlani
17207,ZekuZelalem
17208,VusiSambo
17209,r2kcampaign
17210,pierredevos
17211,SandraWamala1
17212,samirasawlani
17213,samirasawlani
17214,Lecinewax
17215,equal_education
17216,Tollexrism
17217,mailandguardian
17218,USMAN84kg
17219,ufc
17220,bhekimfeka
17221,mailandguardian
17222,xolaniMa_atjj
17223,mailandguardian
17224,inclusiion_za
17225,mailandguardian
17226,BongeMacupe
17227,FoXISouthAfrica
17228,mailandguardian
17229,IFEX
17230,AFEXafrica
17231,SOSCoalition
17232,ObeyChipetekure
17233,DomBro90
17234,FenkilHSIS
17235,mailandguardian
17236,andersen_inger
17237,AmandlaMedia
17238,jikat
17239,black_sash
17240,mailandguardian
17241,Sabrina_Mahtani
17242,africaarguments
17243,africasacountry
17244,africaportal
17245,mailandguardian
17246,lesterkk
17247,krishnajramesh
17248,thecontinent_
17249,Eusebius
17250,ThandiNtuli
17251,SiphoKings
17252,mailandguardian
17253,SoAfricaAIUSA
17254,Umuzites
17255,mntshanga
17256,khadijapatel
17257,NirenTolsi
17258,Sarah____Smit
17259,Eusebius
17260,mailandguardian
17261,ZekuZelalem
17262,ZekuZelalem
17263,ZekuZelalem
17264,mailandguardian
17265,MG_Friday
17266,ThandiNtuli
17267,SiphoKings
17268,Bhekisisa_MG
17269,MariaPodesta
17270,ThandiNtuli
17271,mailandguardian
17272,thecontinent_
17273,alykhansatchu
17274,mailandguardian
17275,ZekuZelalem
17276,simonallison
17277,BongeMacupe
17278,BongeMacupe
17279,mirriamp
17280,BongeMacupe
17281,NAPTOSA_TEACH
17282,BongeMacupe
17283,ZekuZelalem
17284,ZekuZelalem
17285,ZekuZelalem
17286,ZekuZelalem
17287,mailandguardian
17288,simonallison
17289,ZekuZelalem
17290,jama_ka_sijadu
17291,Athi_Saba
17292,Athi_Saba
17293,Athi_Saba
17294,Athi_Saba
17295,Athi_Saba
17296,MG_Friday
17297,BongeMacupe
17298,BongeMacupe
17299,HelloThando
17300,BongeMacupe
17301,BongeMacupe
17302,BongeMacupe
17303,BongeMacupe
17304,BongeMacupe
17305,BongeMacupe
17306,BongeMacupe
17307,BongeMacupe
17308,BongeMacupe
17309,SadtuNational
17310,LeondaleNewsSA
17311,mailandguardian
17312,black_sash
17313,mailandguardian
17314,HelloThando
17315,HelloThando
17316,HelloThando
17317,Colgate
17318,aanuadeoye
17319,Smith_JeffreyT
17320,MG_Friday
17321,BongeMacupe
17322,BongeMacupe
17323,UCT_news
17324,HelloThando
17325,Burness
17326,GGA_org
17327,GGA_org
17328,richardchelin
17329,MawawaMC
17330,mailandguardian
17331,UNICEF_SA
17332,UNICEF_SA
17333,mailandguardian
17334,KnowledgebaseL
17335,mailandguardian
17336,black_sash
17337,mailandguardian
17338,HelloThando
17339,HelloThando
17340,HelloThando
17341,mailandguardian
17342,gringo_mzungu
17343,samirasawlani
17344,khadijapatel
17345,CyrilRamaphosa
17346,SiphoKings
17347,SiphoKings
17348,PresidencyZA
17349,SiphoKings
17350,mailandguardian
17351,SiphoKings
17352,mailandguardian
17353,SiphoKings
17354,PresidencyZA
17355,mailandguardian
17356,Subz_84
17357,PresidencyZA
17358,CyrilRamaphosa
17359,MG_Friday
17360,artsfestival
17361,AfricaDemocracy
17362,thecontinent_
17363,folanski
17364,Fromagehomme
17365,thecontinent_
17366,folanski
17367,Khanyile_BG
17368,mailandguardian
17369,Smith_JeffreyT
17370,thecontinent_
17371,thecontinent_
17372,folanski
17373,mailandguardian
17374,thecontinent_
17375,simonallison
17376,thecontinent_
17377,GoldenMatonga
17378,LAZARUSCHAKWERA
17379,chikaoduah
17380,KhetheloNgwane
17381,mailandguardian
17382,MucahidDurmaz
17383,samirasawlani
17384,simonallison
17385,thecontinent_
17386,MucahidDurmaz
17387,MG_Friday
17388,Ny_Tut
17389,shailjapatel
17390,ks7s
17391,dmac5dmark2
17392,Ra_shmi_Tweets
17393,daddyhope
17394,mailguardian
17395,pnininahazwe
17396,BHRI_IDHB
17397,GeneralNeva
17398,ali_naka
17399,mailandguardian
17400,schuklenk
17401,mailandguardian
17402,RichardHumphri1
17403,redrustin
17404,Sugarintheplum
17405,justThabo
17406,kgaugelo_SM
17407,mailandguardian
17408,pierredevos
17409,mailandguardian
17410,GatherBuy
17411,nomhle_nomz
17412,thedailyvox
17413,libertymalawi
17414,mailandguardian
17415,KhuluPhasiwe
17416,mailandguardian
17417,ClaudiaKotze
17418,LadyGugs
17419,RaymondSuttner
17420,mailandguardian
17421,FoXISouthAfrica
17422,mailandguardian
17423,AFEXafrica
17424,IFEX
17425,SUTransform
17426,Sugarintheplum
17427,VusiSambo
17428,advocatemahere
17429,BongeMacupe
17430,RaymondSuttner
17431,mailandguardian
17432,RaymondSuttner
17433,mailandguardian
17434,RaymondSuttner
17435,mailandguardian
17436,lesterkk
17437,RaymondSuttner
17438,mailandguardian
17439,CarlosCartoons
17440,mailandguardian
17441,HelloThando
17442,Smith_JeffreyT
17443,ResistBureau
17444,BirgitMSchwarz
17445,TamboFoundation
17446,ChathamHouse
17447,Fromagehomme
17448,simonallison
17449,mailandguardian
17450,MG_Friday
17451,ThierryU
17452,kholwaninyathi
17453,mailandguardian
17454,jehannehenry
17455,Ny_Tut
17456,mailandguardian
17457,simonallison
17458,ResistBureau
17459,aanuadeoye
17460,HEBobiwine
17461,simonallison
17462,aanuadeoye
17463,mailandguardian
17464,MG_Friday
17465,DrZweliMkhize
17466,DrZweliMkhize
17467,MG_Friday
17468,edmnangagwa
17469,Smith_JeffreyT
17470,CaraLStacey
17471,mailandguardian
17472,envplane
17473,BongeMacupe
17474,BongeMacupe
17475,DickensOlewe
17476,Eusebius
17477,mailandguardian
17478,KleinBk
17479,mailandguardian
17480,RaymondSuttner
17481,mailandguardian
17482,ACLEDINFO
17483,cliona_raleigh
17484,mailandguardian
17485,Subz_84
17486,SolomonADersso
17487,GautengHealth
17488,AmandlaMobi
17489,Athi_Saba
17490,SueMiTerry
17491,malemayehou
17492,FrankieEdozien
17493,mailandguardian
17494,KhuluPhasiwe
17495,mailandguardian
17496,ianbirrell
17497,RosebellK
17498,_SeanJacobs
17499,mailandguardian
17500,Smith_JeffreyT
17501,ZekuZelalem
17502,thecontinent_
17503,boluakindele
17504,OgbeniDipo
17505,bisiadjapon
17506,KhuluPhasiwe
17507,mailandguardian
17508,the_dti
17509,hoodqueer
17510,AdHabb
17511,keguro_
17512,s_pooley
17513,cliona_raleigh
17514,mailandguardian
17515,KhuluPhasiwe
17516,mailandguardian
17517,DrMehari
17518,KhuluPhasiwe
17519,mailandguardian
17520,Athi_Saba
17521,MG_Friday
17522,boluakindele
17523,MG_Friday
17524,thecontinent_
17525,WillLeadAfrica
17526,black_sash
17527,mailandguardian
17528,BongeMacupe
17529,BongeMacupe
